Block Name,Block Offset,Register Name,Register Offset,Access Mode(RW/RO/WO/W1C/W1T/W1S),Repeat,Register Description,Field,Bits,Access Type(RW/RO/WO/W1C/W1T/W1S),Reset Value,HDL Path,Field Description,Write Out
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g1_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_499,0x7cc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g4_111_96,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g3_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_500,0x7d0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g5_111_96,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g5_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_501,0x7d4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_502,0x7d8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_503,0x7dc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_504,0x7e0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_505,0x7e4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_506,0x7e8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_507,0x7ec,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_508,0x7f0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_509,0x7f4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_510,0x7f8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_511,0x7fc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_512,0x800,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_513,0x804,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_514,0x808,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_515,0x80c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_516,0x810,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g2_111_96,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g1_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_517,0x814,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g4_111_96,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g3_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_518,0x818,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_fbdiv_g5_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_519,0x81c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_520,0x820,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_521,0x824,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_522,0x828,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_523,0x82c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_524,0x830,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_525,0x834,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_526,0x838,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_527,0x83c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_528,0x840,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_529,0x844,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g2_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g1_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_530,0x848,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g4_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g3_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_531,0x84c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g2_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g1_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_532,0x850,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g4_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g3_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_533,0x854,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_rc_filter_g5_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_postdiv_g5_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_534,0x858,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_535,0x85c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_536,0x860,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_537,0x864,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_538,0x868,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_539,0x86c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_540,0x870,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_541,0x874,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_542,0x878,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_543,0x87c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refdiv_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_544,0x880,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refsel_g1,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_545,0x884,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refsel_g2,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_546,0x888,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refsel_g3,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_547,0x88c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refsel_g4,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_548,0x890,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_refsel_g5,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_549,0x894,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_v2i_mode_g1,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_550,0x898,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_v2i_mode_g2,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_551,0x89c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_v2i_mode_g3,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_552,0x8a0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_v2i_mode_g4,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_553,0x8a4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_v2i_mode_g5,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_554,0x8a8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_vco_low_freq_g1,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_555,0x8ac,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_vco_low_freq_g2,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_556,0x8b0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_vco_low_freq_g3,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_557,0x8b4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_vco_low_freq_g4,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_558,0x8b8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_vco_low_freq_g5,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_559,0x8bc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_word_clk_div_sel_g1,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_560,0x8c0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_word_clk_div_sel_g2,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_561,0x8c4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_word_clk_div_sel_g3,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_562,0x8c8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_word_clk_div_sel_g4,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_563,0x8cc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_word_clk_div_sel_g5,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_564,0x8d0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_term_ctrl_g5,19:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_term_ctrl_g4,15:12,RW,0x0,,,
,,,,,,,protocol0_ext_tx_term_ctrl_g3,11:8,RW,0x0,,,
,,,,,,,protocol0_ext_tx_term_ctrl_g2,7:4,RW,0x0,,,
,,,,,,,protocol0_ext_tx_term_ctrl_g1,3:0,RW,0x0,,,
,,PCIEPHY_CTRL_565,0x8d4,RO,,,,,,,,,
,,,,,,,phy0_refb_clkdet_result,7,RO,0x0,,,
,,,,,,,phy0_refa_clkdet_result,6,RO,0x0,,,
,,,,,,,phy0_mpllb_state,5,RO,0x0,,,
,,,,,,,phy0_mpllb_force_ack,4,RO,0x0,,,
,,,,,,,phy0_mplla_state,3,RO,0x0,,,
,,,,,,,phy0_mplla_force_ack,2,RO,0x0,,,
,,,,,,,phy0_sram_sec_sticky_status,1,RO,0x0,,,
,,,,,,,phy0_sram_ded_sticky_status,0,RO,0x0,,,
,,PCIEPHY_CTRL_566,0x8d8,RO,,,,,,,,,
,,,,,,,phy0_sram_init_done,0,RO,0x0,,,
,,PCIEPHY_CTRL_567,0x8dc,RO,,,,,,,,,
,,,,,,,phy1_refb_clkdet_result,7,RO,0x0,,,
,,,,,,,phy1_refa_clkdet_result,6,RO,0x0,,,
,,,,,,,phy1_mpllb_state,5,RO,0x0,,,
,,,,,,,phy1_mpllb_force_ack,4,RO,0x0,,,
,,,,,,,phy1_mplla_state,3,RO,0x0,,,
,,,,,,,phy1_mplla_force_ack,2,RO,0x0,,,
,,,,,,,phy1_sram_sec_sticky_status,1,RO,0x0,,,
,,,,,,,phy1_sram_ded_sticky_status,0,RO,0x0,,,
,,PCIEPHY_CTRL_568,0x8e0,RO,,,,,,,,,
,,,,,,,phy1_sram_init_done,0,RO,0x0,,,
,,,,,,,,,,,,,
,,PCIEPHY_CTRL_569,0x8e4,RO,,,,,,,,,
,,,,,,,phy2_refb_clkdet_result,7,RO,0x0,,,
,,,,,,,phy2_refa_clkdet_result,6,RO,0x0,,,
,,,,,,,phy2_mpllb_state,5,RO,0x0,,,
,,,,,,,phy2_mpllb_force_ack,4,RO,0x0,,,
,,,,,,,phy2_mplla_state,3,RO,0x0,,,
,,,,,,,phy2_mplla_force_ack,2,RO,0x0,,,
,,,,,,,phy2_sram_sec_sticky_status,1,RO,0x0,,,
,,,,,,,phy2_sram_ded_sticky_status,0,RO,0x0,,,
,,PCIEPHY_CTRL_570,0x8e8,RO,,,,,,,,,
,,,,,,,phy2_sram_init_done,0,RO,0x0,,,
,,PCIEPHY_CTRL_571,0x8ec,RO,,,,,,,,,
,,,,,,,phy3_refb_clkdet_result,7,RO,0x0,,,
,,,,,,,phy3_refa_clkdet_result,6,RO,0x0,,,
,,,,,,,phy3_mpllb_state,5,RO,0x0,,,
,,,,,,,phy3_mpllb_force_ack,4,RO,0x0,,,
,,,,,,,phy3_mplla_state,3,RO,0x0,,,
,,,,,,,phy3_mplla_force_ack,2,RO,0x0,,,
,,,,,,,phy3_sram_sec_sticky_status,1,RO,0x0,,,
,,,,,,,phy3_sram_ded_sticky_status,0,RO,0x0,,,
,,PCIEPHY_CTRL_572,0x8f0,RO,,,,,,,,,
,,,,,,,phy3_sram_init_done,0,RO,0x0,,,
,,PCIEPHY_CTRL_573,0x8f4,RO,,,,,,,,,
,,,,,,,phy_rx0_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_574,0x8f8,RO,,,,,,,,,
,,,,,,,phy_rx1_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_575,0x8fc,RO,,,,,,,,,
,,,,,,,phy_rx2_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_576,0x900,RO,,,,,,,,,
,,,,,,,phy_rx3_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_577,0x904,RO,,,,,,,,,
,,,,,,,phy_rx4_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_578,0x908,RO,,,,,,,,,
,,,,,,,phy_rx5_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_579,0x90c,RO,,,,,,,,,
,,,,,,,phy_rx6_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_580,0x910,RO,,,,,,,,,
,,,,,,,phy_rx7_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_581,0x914,RO,,,,,,,,,
,,,,,,,phy_rx8_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_582,0x918,RO,,,,,,,,,
,,,,,,,phy_rx9_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_583,0x91c,RO,,,,,,,,,
,,,,,,,phy_rx10_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_584,0x920,RO,,,,,,,,,
,,,,,,,phy_rx11_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_585,0x924,RO,,,,,,,,,
,,,,,,,phy_rx12_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_586,0x928,RO,,,,,,,,,
,,,,,,,phy_rx13_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_587,0x92c,RO,,,,,,,,,
,,,,,,,phy_rx14_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_588,0x930,RO,,,,,,,,,
,,,,,,,phy_rx15_ppm_drift,5:0,RO,0x1,,,
,,PCIEPHY_CTRL_589,0x934,RO,,,,,,,,,
,,,,,,,upcs_max_payload_size_supt,2:0,RO,0x5,,,
